xb@giga:[~/cs527-explore/mpx/llcbench/cachebench]:  sleep 30 ; ./cachebench -rwbsp -x1 -m24 -d5 -e10

                Memory Set Library Cache Test

C Size          Nanosec         MB/sec          % Chnge
12288           1.82            4196.36         1.00           
12288           1.82            4196.17         1.00           
12288           1.82            4196.17         1.00           
12288           1.82            4196.09         1.00           
16384           1.82            4195.21         1.00           
16384           1.82            4195.37         1.00           
16384           1.82            4195.37         1.00           
16384           1.82            4195.19         1.00           
16384           1.82            4195.61         1.00           
16384           1.82            4195.57         1.00           
16384           1.82            4195.59         1.00           
16384           1.82            4195.60         1.00           
16384           1.82            4195.65         1.00           
16384           1.82            4195.34         1.00           
24576           1.82            4194.14         1.00           
24576           1.82            4193.85         1.00           
24576           1.82            4193.96         1.00           
24576           1.82            4193.94         1.00           
24576           1.82            4194.13         1.00           
24576           1.82            4193.56         1.00           
24576           1.82            4193.78         1.00           
24576           1.82            4193.74         1.00           
24576           1.82            4193.90         1.00           
24576           1.82            4194.03         1.00           
32768           1.82            4192.80         1.00           
32768           1.82            4192.53         1.00           
32768           1.82            4192.67         1.00           
32768           1.82            4192.72         1.00           
32768           1.82            4192.76         1.00           
32768           1.82            4192.88         1.00           
32768           1.82            4192.66         1.00           
32768           1.82            4192.24         1.00           
32768           1.82            4193.09         1.00           
32768           1.82            4192.78         1.00           
49152           1.82            4196.04         1.00           
49152           1.82            4196.22         1.00           
49152           1.82            4196.15         1.00           
49152           1.82            4196.19         1.00           
49152           1.82            4196.32         1.00           
49152           1.82            4196.07         1.00           
49152           1.82            4196.21         1.00           
49152           1.82            4196.06         1.00           
49152           1.82            4195.85         1.00           
49152           1.82            4195.71         1.00           
65536           1.82            4195.49         1.00           
65536           1.82            4195.54         1.00           
65536           1.82            4195.47         1.00           
65536           1.82            4195.42         1.00           
65536           1.82            4195.53         1.00           
65536           1.82            4195.63         1.00           
65536           1.82            4195.59         1.00           
65536           1.82            4195.63         1.00           
65536           1.82            4195.34         1.00           
65536           1.82            4195.47         1.00           
98304           1.82            4194.59         1.00           
98304           1.82            4194.08         1.00           
98304           1.82            4194.52         1.00           
98304           1.82            4194.36         1.00           
98304           1.82            4194.65         1.00           
98304           1.82            4194.56         1.00           
98304           1.82            4194.55         1.00           
98304           1.82            4194.46         1.00           
98304           1.82            4194.59         1.00           
98304           1.82            4194.59         1.00           
131072          1.82            4193.53         1.00           
131072          1.82            4193.48         1.00           
131072          1.82            4193.42         1.00           
131072          1.82            4192.85         1.00           
131072          1.82            4193.37         1.00           
131072          1.82            4193.39         1.00           
131072          1.82            4193.46         1.00           
131072          1.82            4193.53         1.00           
131072          1.82            4193.34         1.00           
131072          1.82            4193.42         1.00           
196608          1.82            4189.96         1.00           
196608          1.82            4190.09         1.00           
196608          1.82            4190.02         1.00           
196608          1.82            4190.57         1.00           
196608          1.82            4189.84         1.00           
196608          1.82            4188.90         1.00           
196608          1.82            4189.87         1.00           
196608          1.82            4190.23         1.00           
196608          1.82            4190.40         1.00           
196608          1.82            4190.35         1.00           
262144          1.82            4188.52         1.00           
262144          1.82            4188.55         1.00           
262144          1.82            4188.54         1.00           
262144          1.82            4188.39         1.00           
262144          1.82            4188.67         1.00           
262144          1.82            4188.65         1.00           
262144          1.82            4188.68         1.00           
262144          1.82            4187.93         1.00           
262144          1.82            4188.56         1.00           
262144          1.82            4189.12         1.00           
393216          1.82            4193.90         1.00           
393216          1.82            4194.06         1.00           
393216          1.82            4194.10         1.00           
393216          1.82            4193.97         1.00           
393216          1.82            4194.16         1.00           
393216          1.82            4194.33         1.00           
393216          1.82            4193.82         1.00           
393216          1.82            4194.23         1.00           
393216          1.82            4194.06         1.00           
393216          1.82            4193.64         1.00           
524288          1.82            4190.80         1.00           
524288          1.82            4191.42         1.00           
524288          1.82            4191.71         1.00           
524288          1.82            4191.73         1.00           
524288          1.82            4191.44         1.00           
524288          1.82            4191.38         1.00           
524288          1.82            4191.66         1.00           
524288          1.82            4191.24         1.00           
524288          1.82            4191.43         1.00           
524288          1.82            4191.35         1.00           
786432          1.82            4187.20         1.00           
786432          1.82            4186.52         1.00           
786432          1.82            4187.23         1.00           
786432          1.82            4187.37         1.00           
786432          1.82            4187.28         1.00           
786432          1.82            4187.41         1.00           
786432          1.82            4187.32         1.00           
786432          1.82            4187.46         1.00           
786432          1.82            4186.90         1.00           
786432          1.82            4187.11         1.00           
1048576         1.82            4183.47         1.00           
1048576         1.82            4184.32         1.00           
1048576         1.82            4183.96         1.00           
1048576         1.82            4183.12         1.00           
1048576         1.82            4184.24         1.00           
1048576         1.82            4184.26         1.00           
1048576         1.82            4184.23         1.00           
1048576         1.82            4184.25         1.00           
1048576         1.82            4183.93         1.00           
1048576         1.82            4184.31         1.00           
1572864         1.82            4182.62         1.00           
1572864         1.82            4182.94         1.00           
1572864         1.82            4182.71         1.00           
1572864         1.82            4182.21         1.00           
1572864         1.82            4182.27         1.00           
1572864         1.82            4181.44         1.00           
1572864         1.82            4182.78         1.00           
1572864         1.82            4183.51         1.00           
1572864         1.82            4182.45         1.00           
1572864         1.82            4182.77         1.00           
2097152         1.82            4181.67         1.00           
2097152         1.82            4182.39         1.00           
2097152         1.82            4181.78         1.00           
2097152         1.82            4182.25         1.00           
2097152         1.82            4181.53         1.00           
2097152         1.82            4182.06         1.00           
2097152         1.82            4181.88         1.00           
2097152         1.82            4181.03         1.00           
2097152         1.82            4181.83         1.00           
2097152         1.82            4181.86         1.00           
3145728         1.82            4181.60         1.00           
3145728         1.82            4181.36         1.00           
3145728         1.82            4182.37         1.00           
3145728         1.82            4181.18         1.00           
3145728         1.82            4181.41         1.00           
3145728         1.82            4180.95         1.00           
3145728         1.82            4181.48         1.00           
3145728         1.82            4181.12         1.00           
3145728         1.82            4181.34         1.00           
3145728         1.83            4179.61         1.00           
4194304         1.82            4181.05         1.00           
4194304         1.82            4181.00         1.00           
4194304         1.82            4181.08         1.00           
4194304         1.82            4180.85         1.00           
4194304         1.82            4181.36         1.00           
4194304         1.82            4181.26         1.00           
4194304         1.82            4181.17         1.00           
4194304         1.82            4180.98         1.00           
4194304         1.82            4180.59         1.00           
4194304         1.82            4181.44         1.00           
6291456         1.82            4180.96         1.00           
6291456         1.83            4179.79         1.00           
6291456         1.82            4181.14         1.00           
6291456         1.82            4180.72         1.00           
6291456         1.82            4181.10         1.00           
6291456         1.82            4181.06         1.00           
6291456         1.82            4181.53         1.00           
6291456         1.82            4180.79         1.00           
6291456         1.82            4181.31         1.00           
6291456         1.82            4180.65         1.00           
8388608         1.84            4157.48         1.01           
8388608         1.83            4157.76         1.00           
8388608         1.84            4156.89         1.00           
8388608         1.84            4156.16         1.00           
8388608         1.84            4156.24         1.00           
8388608         1.84            4157.31         1.00           
8388608         1.84            4156.80         1.00           
8388608         1.84            4157.26         1.00           
8388608         1.84            4156.21         1.00           
8388608         1.83            4157.94         1.00           
12582912        1.86            4111.53         1.01           
12582912        1.86            4111.38         1.00           
12582912        1.86            4111.14         1.00           
12582912        1.86            4111.24         1.00           
12582912        1.86            4111.31         1.00           
12582912        1.86            4110.61         1.00           
12582912        1.86            4111.80         1.00           
12582912        1.86            4111.91         1.00           
12582912        1.86            4112.23         1.00           
12582912        1.86            4111.20         1.00           
16777216        1.86            4111.68         1.00           
16777216        1.86            4111.60         1.00           
16777216        1.86            4112.22         1.00           
16777216        1.86            4111.37         1.00           
16777216        1.86            4111.40         1.00           
16777216        1.86            4110.73         1.00           
16777216        1.86            4111.51         1.00           
16777216        1.86            4109.55         1.00           
16777216        1.86            4111.49         1.00           
16777216        1.86            4111.60         1.00           

                double Write Cache Test

C Size          Nanosec         MB/sec          % Chnge
-------         -------         -------         -------
256             0.39            19644.92        1.00           
256             0.39            19677.49        1.00           
256             0.39            19697.32        1.00           
256             0.39            19718.38        1.00           
256             0.38            20051.72        0.98           
256             0.38            20126.68        1.00           
256             0.38            20249.31        0.99           
256             0.38            20313.65        1.00           
256             0.38            20207.08        1.01           
256             0.38            20194.11        1.00           
384             0.34            22715.09        0.89           
384             0.34            22713.57        1.00           
384             0.34            22713.85        1.00           
384             0.34            22712.32        1.00           
384             0.34            22717.14        1.00           
384             0.34            22713.96        1.00           
384             0.34            22714.35        1.00           
384             0.34            22714.52        1.00           
384             0.34            22714.89        1.00           
384             0.34            22714.16        1.00           
512             0.31            24712.21        0.92           
512             0.31            24709.80        1.00           
512             0.31            24710.09        1.00           
512             0.31            24716.44        1.00           
512             0.31            24711.14        1.00           
512             0.31            24708.91        1.00           
512             0.31            24710.23        1.00           
512             0.31            24710.74        1.00           
512             0.31            24711.65        1.00           
512             0.31            24710.65        1.00           
768             0.28            27096.44        0.91           
768             0.28            27098.23        1.00           
768             0.28            27098.31        1.00           
768             0.28            27097.29        1.00           
768             0.28            27098.02        1.00           
768             0.28            27097.84        1.00           
768             0.28            27099.00        1.00           
768             0.28            27098.79        1.00           
768             0.28            27097.50        1.00           
768             0.28            27097.43        1.00           
1024            0.27            28473.50        0.95           
1024            0.27            28473.87        1.00           
1024            0.27            28473.65        1.00           
1024            0.27            28473.23        1.00           
1024            0.27            28473.66        1.00           
1024            0.27            28473.92        1.00           
1024            0.27            28473.61        1.00           
1024            0.27            28471.45        1.00           
1024            0.27            28473.04        1.00           
1024            0.27            28472.36        1.00           
1536            0.25            29995.89        0.95           
1536            0.25            29995.66        1.00           
1536            0.25            29995.61        1.00           
1536            0.25            29995.04        1.00           
1536            0.25            29996.27        1.00           
1536            0.25            29996.23        1.00           
1536            0.25            29995.93        1.00           
1536            0.25            29994.08        1.00           
1536            0.25            29995.88        1.00           
1536            0.25            29995.81        1.00           
2048            0.25            30820.12        0.97           
2048            0.25            30819.81        1.00           
2048            0.25            30820.12        1.00           
2048            0.25            30819.86        1.00           
2048            0.25            30819.99        1.00           
2048            0.25            30820.73        1.00           
2048            0.25            30819.47        1.00           
2048            0.25            30820.01        1.00           
2048            0.25            30819.95        1.00           
2048            0.25            30818.93        1.00           
3072            0.24            31690.20        0.97           
3072            0.24            31689.48        1.00           
3072            0.24            31689.85        1.00           
3072            0.24            31689.71        1.00           
3072            0.24            31690.14        1.00           
3072            0.24            31690.33        1.00           
3072            0.24            31689.90        1.00           
3072            0.24            31689.83        1.00           
3072            0.24            31690.21        1.00           
3072            0.24            31689.91        1.00           
4096            0.24            32143.47        0.99           
4096            0.24            32142.91        1.00           
4096            0.24            32143.88        1.00           
4096            0.24            32143.86        1.00           
4096            0.24            32143.41        1.00           
4096            0.24            32143.23        1.00           
4096            0.24            32143.40        1.00           
4096            0.24            32143.66        1.00           
4096            0.24            32142.25        1.00           
4096            0.24            32143.47        1.00           
6144            0.23            32609.47        0.99           
6144            0.23            32609.24        1.00           
6144            0.23            32609.45        1.00           
6144            0.23            32608.37        1.00           
6144            0.23            32609.71        1.00           
6144            0.23            32609.77        1.00           
6144            0.23            32609.81        1.00           
6144            0.23            32609.39        1.00           
6144            0.23            32609.66        1.00           
6144            0.23            32609.38        1.00           
8192            0.23            32846.81        0.99           
8192            0.23            32846.74        1.00           
8192            0.23            32846.50        1.00           
8192            0.23            32846.63        1.00           
8192            0.23            32847.00        1.00           
8192            0.23            32845.93        1.00           
8192            0.23            32847.16        1.00           
8192            0.23            32847.29        1.00           
8192            0.23            32846.83        1.00           
8192            0.23            32846.90        1.00           
12288           0.23            33086.17        0.99           
12288           0.23            33086.32        1.00           
12288           0.23            33086.14        1.00           
12288           0.23            33087.34        1.00           
12288           0.23            33086.57        1.00           
12288           0.23            33085.80        1.00           
12288           0.23            33086.84        1.00           
12288           0.23            33084.77        1.00           
12288           0.23            33086.33        1.00           
12288           0.23            33085.89        1.00           
16384           0.23            33203.66        1.00           
16384           0.23            33206.07        1.00           
16384           0.23            33206.13        1.00           
16384           0.23            33204.34        1.00           
16384           0.23            33205.85        1.00           
16384           0.23            33204.83        1.00           
16384           0.23            33205.40        1.00           
16384           0.23            33205.22        1.00           
16384           0.23            33205.34        1.00           
16384           0.23            33204.57        1.00           
24576           0.23            33322.77        1.00           
24576           0.23            33324.00        1.00           
24576           0.23            33322.98        1.00           
24576           0.23            33323.04        1.00           
24576           0.23            33323.48        1.00           
24576           0.23            33322.75        1.00           
24576           0.23            33323.34        1.00           
24576           0.23            33324.05        1.00           
24576           0.23            33323.15        1.00           
24576           0.23            33323.37        1.00           
32768           0.23            32794.40        1.02           
32768           0.23            32791.53        1.00           
32768           0.23            32793.91        1.00           
32768           0.23            32792.79        1.00           
32768           0.23            32794.53        1.00           
32768           0.23            32764.10        1.00           
32768           0.24            32416.75        1.01           
32768           0.24            32416.55        1.00           
32768           0.24            32418.44        1.00           
32768           0.24            32417.10        1.00           
49152           0.26            29815.90        1.09           
49152           0.26            29819.18        1.00           
49152           0.26            29819.93        1.00           
49152           0.26            29814.86        1.00           
49152           0.26            29819.38        1.00           
49152           0.26            29818.20        1.00           
49152           0.26            29819.59        1.00           
49152           0.26            29818.02        1.00           
49152           0.26            29817.84        1.00           
49152           0.26            29817.84        1.00           
65536           0.26            29816.09        1.00           
65536           0.26            29815.60        1.00           
65536           0.26            29815.70        1.00           
65536           0.26            29816.47        1.00           
65536           0.26            29817.59        1.00           
65536           0.26            29813.26        1.00           
65536           0.26            29816.78        1.00           
65536           0.26            29815.52        1.00           
65536           0.26            29815.99        1.00           
65536           0.26            29815.98        1.00           
98304           0.26            29806.80        1.00           
98304           0.26            29804.72        1.00           
98304           0.26            29805.72        1.00           
98304           0.26            29801.66        1.00           
98304           0.26            29806.73        1.00           
98304           0.26            29803.57        1.00           
98304           0.26            29805.87        1.00           
98304           0.26            29801.06        1.00           
98304           0.26            29805.94        1.00           
98304           0.26            29803.43        1.00           
131072          0.26            29791.76        1.00           
131072          0.26            29792.32        1.00           
131072          0.26            29791.95        1.00           
131072          0.26            29790.26        1.00           
131072          0.26            29786.69        1.00           
131072          0.26            29788.81        1.00           
131072          0.26            29792.66        1.00           
131072          0.26            29793.14        1.00           
131072          0.26            29793.93        1.00           
131072          0.26            29787.58        1.00           
196608          0.26            29774.73        1.00           
196608          0.26            29773.18        1.00           
196608          0.26            29777.18        1.00           
196608          0.26            29777.07        1.00           
196608          0.26            29779.13        1.00           
196608          0.26            29777.35        1.00           
196608          0.26            29775.11        1.00           
196608          0.26            29773.75        1.00           
196608          0.26            29777.44        1.00           
196608          0.26            29772.89        1.00           
262144          0.26            29741.18        1.00           
262144          0.26            29728.77        1.00           
262144          0.26            29743.83        1.00           
262144          0.26            29739.36        1.00           
262144          0.26            29739.92        1.00           
262144          0.26            29738.40        1.00           
262144          0.26            29738.77        1.00           
262144          0.26            29742.07        1.00           
262144          0.26            29744.67        1.00           
262144          0.26            29737.57        1.00           
393216          0.28            27059.29        1.10           
393216          0.28            27059.30        1.00           
393216          0.28            27057.56        1.00           
393216          0.28            27057.24        1.00           
393216          0.28            27058.51        1.00           
393216          0.28            27055.65        1.00           
393216          0.28            27060.05        1.00           
393216          0.28            27060.27        1.00           
393216          0.28            27056.41        1.00           
393216          0.28            27057.44        1.00           
524288          0.28            26830.54        1.01           
524288          0.28            26829.99        1.00           
524288          0.28            26828.88        1.00           
524288          0.28            26829.27        1.00           
524288          0.28            26830.49        1.00           
524288          0.28            26827.37        1.00           
524288          0.28            26829.64        1.00           
524288          0.28            26830.08        1.00           
524288          0.28            26829.30        1.00           
524288          0.28            26829.56        1.00           
786432          0.28            26826.85        1.00           
786432          0.28            26825.99        1.00           
786432          0.28            26826.65        1.00           
786432          0.28            26827.19        1.00           
786432          0.28            26825.48        1.00           
786432          0.28            26826.42        1.00           
786432          0.28            26826.27        1.00           
786432          0.28            26823.50        1.00           
786432          0.28            26825.66        1.00           
786432          0.28            26824.66        1.00           
1048576         0.28            26816.06        1.00           
1048576         0.28            26814.93        1.00           
1048576         0.28            26817.11        1.00           
1048576         0.28            26816.42        1.00           
1048576         0.28            26817.16        1.00           
1048576         0.28            26816.43        1.00           
1048576         0.28            26816.55        1.00           
1048576         0.28            26814.63        1.00           
1048576         0.28            26816.08        1.00           
1048576         0.28            26808.75        1.00           
1572864         0.29            26712.43        1.00           
1572864         0.29            26712.24        1.00           
1572864         0.29            26723.36        1.00           
1572864         0.29            26713.76        1.00           
1572864         0.29            26730.06        1.00           
1572864         0.29            26725.80        1.00           
1572864         0.29            26720.86        1.00           
1572864         0.29            26712.40        1.00           
1572864         0.29            26722.49        1.00           
1572864         0.29            26713.45        1.00           
2097152         0.29            26571.40        1.01           
2097152         0.29            26557.50        1.00           
2097152         0.29            26574.78        1.00           
2097152         0.29            26571.38        1.00           
2097152         0.29            26572.06        1.00           
2097152         0.29            26576.57        1.00           
2097152         0.29            26581.19        1.00           
2097152         0.29            26564.32        1.00           
2097152         0.29            26573.91        1.00           
2097152         0.29            26575.89        1.00           
3145728         0.29            26460.57        1.00           
3145728         0.29            26454.23        1.00           
3145728         0.29            26456.65        1.00           
3145728         0.29            26432.99        1.00           
3145728         0.29            26457.45        1.00           
3145728         0.29            26457.31        1.00           
3145728         0.29            26457.77        1.00           
3145728         0.29            26457.83        1.00           
3145728         0.29            26464.09        1.00           
3145728         0.29            26456.88        1.00           
4194304         0.29            26415.03        1.00           
4194304         0.29            26418.67        1.00           
4194304         0.29            26412.60        1.00           
4194304         0.29            26417.35        1.00           
4194304         0.29            26414.56        1.00           
4194304         0.29            26388.67        1.00           
4194304         0.29            26417.30        1.00           
4194304         0.29            26414.43        1.00           
4194304         0.29            26417.45        1.00           
4194304         0.29            26410.27        1.00           
6291456         0.29            26378.99        1.00           
6291456         0.29            26374.67        1.00           
6291456         0.29            26381.03        1.00           
6291456         0.29            26373.92        1.00           
6291456         0.29            26378.80        1.00           
6291456         0.29            26377.04        1.00           
6291456         0.29            26375.91        1.00           
6291456         0.29            26342.41        1.00           
6291456         0.29            26374.69        1.00           
6291456         0.29            26377.78        1.00           
8388608         0.30            25753.53        1.02           
8388608         0.30            25763.43        1.00           
8388608         0.30            25767.62        1.00           
8388608         0.30            25762.59        1.00           
8388608         0.30            25759.85        1.00           
8388608         0.30            25771.73        1.00           
8388608         0.30            25759.71        1.00           
8388608         0.30            25764.30        1.00           
8388608         0.30            25767.46        1.00           
8388608         0.30            25705.65        1.00           
12582912        0.34            22428.27        1.15           
12582912        0.34            22406.41        1.00           
12582912        0.34            22383.69        1.00           
12582912        0.34            22417.39        1.00           
12582912        0.34            22415.16        1.00           
12582912        0.34            22420.30        1.00           
12582912        0.34            22419.05        1.00           
12582912        0.34            22433.02        1.00           
12582912        0.34            22437.81        1.00           
12582912        0.34            22410.49        1.00           
16777216        0.43            17551.29        1.28           
16777216        0.44            17181.31        1.02           
16777216        0.44            17315.91        0.99           
16777216        0.44            17296.01        1.00           
16777216        0.45            17121.89        1.01           
16777216        0.44            17369.31        0.99           
16777216        0.44            17351.81        1.00           
16777216        0.44            17268.01        1.00           
16777216        0.44            17386.81        0.99           
16777216        0.44            17464.67        1.00           

                double RMW Cache Test

C Size          Nanosec         MB/sec          % Chnge
-------         -------         -------         -------
256             0.20            38368.49        1.00           
256             0.20            38527.04        1.00           
256             0.20            38757.56        0.99           
256             0.20            38568.64        1.00           
256             0.20            38403.97        1.00           
256             0.20            39057.47        0.98           
256             0.20            38747.26        1.01           
256             0.20            38415.33        1.01           
256             0.20            38653.89        0.99           
256             0.20            38896.39        0.99           
384             0.18            43006.05        0.90           
384             0.18            42957.25        1.00           
384             0.18            43013.39        1.00           
384             0.18            42968.61        1.00           
384             0.18            43131.16        1.00           
384             0.18            43011.97        1.00           
384             0.18            43078.23        1.00           
384             0.18            43140.45        1.00           
384             0.18            43048.69        1.00           
384             0.18            43029.28        1.00           
512             0.17            46061.14        0.93           
512             0.17            45838.94        1.00           
512             0.17            45852.08        1.00           
512             0.17            45810.58        1.00           
512             0.17            45760.60        1.00           
512             0.17            46061.25        0.99           
512             0.17            45959.81        1.00           
512             0.17            46095.86        1.00           
512             0.17            46010.20        1.00           
512             0.17            46108.04        1.00           
768             0.16            49090.13        0.94           
768             0.16            49117.68        1.00           
768             0.16            49102.58        1.00           
768             0.16            49145.54        1.00           
768             0.16            49177.70        1.00           
768             0.16            49073.82        1.00           
768             0.16            49169.29        1.00           
768             0.16            49114.29        1.00           
768             0.16            49155.98        1.00           
768             0.16            49134.04        1.00           
1024            0.15            50790.16        0.97           
1024            0.15            50812.50        1.00           
1024            0.15            50724.90        1.00           
1024            0.15            50866.93        1.00           
1024            0.15            50803.77        1.00           
1024            0.15            50777.61        1.00           
1024            0.15            50808.30        1.00           
1024            0.15            50826.62        1.00           
1024            0.15            50727.14        1.00           
1024            0.15            50836.17        1.00           
1536            0.14            52864.79        0.96           
1536            0.14            53000.23        1.00           
1536            0.14            52866.04        1.00           
1536            0.14            52990.40        1.00           
1536            0.14            52824.81        1.00           
1536            0.14            52990.85        1.00           
1536            0.14            53027.63        1.00           
1536            0.14            53070.13        1.00           
1536            0.14            52833.04        1.00           
1536            0.14            52826.20        1.00           
2048            0.14            53912.34        0.98           
2048            0.14            54080.38        1.00           
2048            0.14            53969.73        1.00           
2048            0.14            53883.44        1.00           
2048            0.14            53979.67        1.00           
2048            0.14            53960.58        1.00           
2048            0.14            54056.47        1.00           
2048            0.14            53991.91        1.00           
2048            0.14            54021.09        1.00           
2048            0.14            54057.86        1.00           
3072            0.14            55085.84        0.98           
3072            0.14            55049.00        1.00           
3072            0.14            55047.45        1.00           
3072            0.14            55044.87        1.00           
3072            0.14            55000.39        1.00           
3072            0.14            55076.61        1.00           
3072            0.14            55016.14        1.00           
3072            0.14            55045.58        1.00           
3072            0.14            55055.55        1.00           
3072            0.14            55060.86        1.00           
4096            0.14            55641.65        0.99           
4096            0.14            55647.48        1.00           
4096            0.14            55644.21        1.00           
4096            0.14            55659.49        1.00           
4096            0.14            55585.78        1.00           
4096            0.14            55617.48        1.00           
4096            0.14            55596.79        1.00           
4096            0.14            55632.97        1.00           
4096            0.14            55561.25        1.00           
4096            0.14            55704.32        1.00           
6144            0.14            56223.71        0.99           
6144            0.14            56199.33        1.00           
6144            0.14            56238.44        1.00           
6144            0.14            56228.39        1.00           
6144            0.14            56224.65        1.00           
6144            0.14            56219.33        1.00           
6144            0.14            56239.52        1.00           
6144            0.14            56212.46        1.00           
6144            0.14            56209.56        1.00           
6144            0.14            56220.49        1.00           
8192            0.13            56542.06        0.99           
8192            0.13            56544.57        1.00           
8192            0.13            56550.85        1.00           
8192            0.13            56517.08        1.00           
8192            0.14            56489.46        1.00           
8192            0.13            56523.99        1.00           
8192            0.14            56444.15        1.00           
8192            0.14            56471.77        1.00           
8192            0.14            56508.40        1.00           
8192            0.14            56466.13        1.00           
12288           0.13            56864.66        0.99           
12288           0.13            56862.82        1.00           
12288           0.13            56867.87        1.00           
12288           0.13            56853.46        1.00           
12288           0.13            56838.30        1.00           
12288           0.13            56836.24        1.00           
12288           0.13            56866.25        1.00           
12288           0.13            56817.47        1.00           
12288           0.13            56839.99        1.00           
12288           0.13            56819.50        1.00           
16384           0.13            56919.24        1.00           
16384           0.13            56935.01        1.00           
16384           0.13            56900.46        1.00           
16384           0.13            56871.31        1.00           
16384           0.13            56899.63        1.00           
16384           0.13            56898.76        1.00           
16384           0.13            56872.39        1.00           
16384           0.13            56909.04        1.00           
16384           0.13            56910.43        1.00           
16384           0.13            56886.81        1.00           
24576           0.13            57031.44        1.00           
24576           0.13            57030.18        1.00           
24576           0.13            57020.84        1.00           
24576           0.13            57014.75        1.00           
24576           0.13            57028.47        1.00           
24576           0.13            57007.30        1.00           
24576           0.13            57031.02        1.00           
24576           0.13            57032.87        1.00           
24576           0.13            57040.88        1.00           
24576           0.13            57000.84        1.00           
32768           0.13            56914.76        1.00           
32768           0.13            56919.54        1.00           
32768           0.13            56911.26        1.00           
32768           0.13            56916.15        1.00           
32768           0.13            56907.64        1.00           
32768           0.13            56917.08        1.00           
32768           0.13            56918.66        1.00           
32768           0.13            56905.28        1.00           
32768           0.13            56914.75        1.00           
32768           0.13            56913.69        1.00           
49152           0.13            58800.69        0.97           
49152           0.13            58799.82        1.00           
49152           0.13            58775.19        1.00           
49152           0.13            58781.24        1.00           
49152           0.13            58797.97        1.00           
49152           0.13            58802.58        1.00           
49152           0.13            58784.80        1.00           
49152           0.13            58776.23        1.00           
49152           0.13            58797.15        1.00           
49152           0.13            58767.23        1.00           
65536           0.13            58826.79        1.00           
65536           0.13            58815.82        1.00           
65536           0.13            58847.74        1.00           
65536           0.13            58854.37        1.00           
65536           0.13            58845.61        1.00           
65536           0.13            58828.37        1.00           
65536           0.13            58851.24        1.00           
65536           0.13            58843.39        1.00           
65536           0.13            58847.19        1.00           
65536           0.13            58804.49        1.00           
98304           0.13            58796.50        1.00           
98304           0.13            58792.30        1.00           
98304           0.13            58821.43        1.00           
98304           0.13            58816.57        1.00           
98304           0.13            58805.17        1.00           
98304           0.13            58794.47        1.00           
98304           0.13            58816.48        1.00           
98304           0.13            58791.74        1.00           
98304           0.13            58809.30        1.00           
98304           0.13            58818.95        1.00           
131072          0.13            58798.60        1.00           
131072          0.13            58778.71        1.00           
131072          0.13            58782.29        1.00           
131072          0.13            58763.18        1.00           
131072          0.13            58786.96        1.00           
131072          0.13            58783.09        1.00           
131072          0.13            58793.40        1.00           
131072          0.13            58785.24        1.00           
131072          0.13            58778.89        1.00           
131072          0.13            58773.78        1.00           
196608          0.13            58692.60        1.00           
196608          0.13            58676.61        1.00           
196608          0.13            58692.26        1.00           
196608          0.13            58685.64        1.00           
196608          0.13            58687.57        1.00           
196608          0.13            58667.46        1.00           
196608          0.13            58708.37        1.00           
196608          0.13            58690.81        1.00           
196608          0.13            58690.43        1.00           
196608          0.13            58680.80        1.00           
262144          0.13            58590.07        1.00           
262144          0.13            58573.59        1.00           
262144          0.13            58601.31        1.00           
262144          0.13            58589.04        1.00           
262144          0.13            58600.00        1.00           
262144          0.13            58592.39        1.00           
262144          0.13            58584.11        1.00           
262144          0.13            58545.26        1.00           
262144          0.13            58590.54        1.00           
262144          0.13            58585.76        1.00           
393216          0.14            52620.35        1.11           
393216          0.14            52627.95        1.00           
393216          0.14            52634.40        1.00           
393216          0.14            52630.33        1.00           
393216          0.14            52632.66        1.00           
393216          0.15            52615.99        1.00           
393216          0.14            52628.06        1.00           
393216          0.14            52633.68        1.00           
393216          0.14            52622.21        1.00           
393216          0.14            52627.74        1.00           
524288          0.15            52182.50        1.01           
524288          0.15            52184.76        1.00           
524288          0.15            52183.38        1.00           
524288          0.15            52186.87        1.00           
524288          0.15            52181.25        1.00           
524288          0.15            52184.92        1.00           
524288          0.15            52188.61        1.00           
524288          0.15            52176.50        1.00           
524288          0.15            52200.59        1.00           
524288          0.15            52177.76        1.00           
786432          0.15            52069.92        1.00           
786432          0.15            52023.11        1.00           
786432          0.15            52076.77        1.00           
786432          0.15            52086.34        1.00           
786432          0.15            52080.72        1.00           
786432          0.15            52071.84        1.00           
786432          0.15            52088.31        1.00           
786432          0.15            52085.51        1.00           
786432          0.15            52084.06        1.00           
786432          0.15            52082.45        1.00           
1048576         0.15            51822.49        1.01           
1048576         0.15            51821.82        1.00           
1048576         0.15            51810.49        1.00           
1048576         0.15            51774.77        1.00           
1048576         0.15            51821.19        1.00           
1048576         0.15            51787.07        1.00           
1048576         0.15            51840.67        1.00           
1048576         0.15            51804.07        1.00           
1048576         0.15            51810.88        1.00           
1048576         0.15            51783.06        1.00           
1572864         0.15            51621.03        1.00           
1572864         0.15            51611.85        1.00           
1572864         0.15            51641.72        1.00           
1572864         0.15            51644.30        1.00           
1572864         0.15            51642.24        1.00           
1572864         0.15            51610.36        1.00           
1572864         0.15            51611.13        1.00           
1572864         0.15            51621.51        1.00           
1572864         0.15            51575.21        1.00           
1572864         0.15            51628.88        1.00           
