256 14655.738714
256 14655.700757
256 14655.647138
256 14654.806254
256 14654.847139
256 14653.482501
256 14652.887189
256 14652.652259
256 14652.708172
256 14653.078372
336 12546.119855
336 12548.177976
336 12548.191421
336 12547.277666
336 12548.244978
336 12548.028213
336 12548.366869
336 12548.344642
336 12548.311292
336 12548.437265
424 13865.348192
424 13865.353849
424 13865.585355
424 13864.964508
424 13865.411189
424 13865.379183
424 13865.500174
424 13865.588255
424 13865.393661
424 13865.662130
512 14809.183196
512 14809.318495
512 14808.531935
512 14808.922899
512 14808.972356
512 14809.397934
512 14809.176090
512 14809.416291
512 14809.289516
512 14809.072226
680 14287.347437
680 14287.550849
680 14287.123817
680 14287.029557
680 14286.930083
680 14287.251947
680 14287.364896
680 14287.239577
680 14287.456673
680 14287.522990
848 14005.289886
848 14005.135122
848 14004.714371
848 14005.085084
848 14005.169075
848 14005.334864
848 14005.228949
848 14005.476795
848 14005.291996
848 14005.402950
1024 13985.655099
1024 14010.011447
1024 14009.053220
1024 14004.817939
1024 14013.153613
1024 13994.348081
1024 14012.535913
1024 14013.164056
1024 14004.669217
1024 13993.386856
1360 14028.265425
1360 14027.073501
1360 14023.020677
1360 14032.227020
1360 14032.224480
1360 14025.901705
1360 14021.717806
1360 14025.167486
1360 14028.876155
1360 14023.818965
1704 14654.462538
1704 14654.610576
1704 14653.161396
1704 14654.055128
1704 14654.509360
1704 14654.824730
1704 14654.114682
1704 14654.913604
1704 14655.012526
1704 14654.555360
2048 15181.152874
2048 15178.295106
2048 15180.289627
2048 15181.972834
2048 15180.210620
2048 15178.884669
2048 15180.297493
2048 15180.397100
2048 15177.684136
2048 15179.744413
2728 15405.206183
2728 15405.270749
2728 15405.244299
2728 15406.503223
2728 15405.951129
2728 15406.523414
2728 15406.326578
2728 15406.583947
2728 15406.748774
2728 15406.040366
3408 15557.328067
3408 15559.741720
3408 15559.862691
3408 15565.041266
3408 15561.121489
3408 15564.621070
3408 15556.483512
3408 15558.554407
3408 15559.986221
3408 15561.836388
4096 15939.368706
4096 15945.081618
4096 15941.282325
4096 15938.688177
4096 15938.384638
4096 15944.096593
4096 15941.445961
4096 15941.126373
4096 15939.321972
4096 15941.375188
5456 16012.956496
5456 16017.450726
5456 16017.679015
5456 16017.863117
5456 16016.316547
5456 16016.671778
5456 16015.150298
5456 16016.176496
5456 16015.372959
5456 16016.133039
6824 16197.605727
6824 16202.554067
6824 16200.732364
6824 16203.106072
6824 16202.987911
6824 16200.707233
6824 16202.005883
6824 16200.554002
6824 16196.838267
6824 16202.386969
8192 16319.962497
8192 16318.131200
8192 16318.966868
8192 16320.126812
8192 16318.741167
8192 16320.545993
8192 16320.913317
8192 16319.141416
8192 16318.340748
8192 16318.811538
10920 16393.426304
10920 16394.248031
10920 16393.565891
10920 16394.891015
10920 16393.045828
10920 16395.268344
10920 16391.232755
10920 16393.104100
10920 16395.013465
10920 16393.244756
13648 16431.302604
13648 16434.471225
13648 16435.339400
13648 16436.903004
13648 16436.296414
13648 16436.231932
13648 16432.918518
13648 16435.222738
13648 16435.260918
13648 16433.373219
16384 16532.042261
16384 16532.803906
16384 16531.985879
16384 16532.667559
16384 16532.798173
16384 16532.796515
16384 16531.942593
16384 16532.387502
16384 16530.660327
16384 16531.709495
21840 16546.882210
21840 16547.558189
21840 16547.538154
21840 16547.679693
21840 16546.637715
21840 16547.921020
21840 16548.060754
21840 16548.125357
21840 16547.527246
21840 16547.755550
27304 16593.470604
27304 16595.565866
27304 16595.931849
27304 16595.710494
27304 16595.406829
27304 16595.455855
27304 16594.061878
27304 16595.614369
27304 16595.562015
27304 16595.193426
32768 16636.573360
32768 16636.258903
32768 16635.474739
32768 16634.191166
32768 16634.209968
32768 16635.878004
32768 16635.560578
32768 16636.150259
32768 16634.367433
32768 16635.704801
43688 16643.760033
43688 16643.961805
43688 16643.674008
43688 16643.198549
43688 16642.345720
43688 16640.613942
43688 16639.557009
43688 16642.405356
43688 16640.325792
43688 16642.216397
54608 16648.660624
54608 16651.333654
54608 16651.548933
54608 16652.663805
54608 16651.823920
54608 16651.903566
54608 16650.902044
54608 16650.769155
54608 16650.128099
54608 16651.496586
65536 16671.989695
65536 16671.981840
65536 16670.583530
65536 16672.214816
65536 16672.268902
65536 16672.164480
65536 16672.310674
65536 16671.779820
65536 16670.867755
65536 16672.746622
87376 16649.531367
87376 16648.931867
87376 16649.503731
87376 16649.420839
87376 16647.151132
87376 16649.098731
87376 16649.636770
87376 16648.495463
87376 16648.854331
87376 16649.854619
109224 16650.206725
109224 16652.927116
109224 16652.473084
109224 16650.867463
109224 16651.769333
109224 16651.970164
109224 16648.556797
109224 16653.183547
109224 16653.534862
109224 16653.106580
131072 16654.767753
131072 16654.497398
131072 16652.656327
131072 16655.553544
131072 16654.859578
131072 16654.042436
131072 16654.192179
131072 16652.193770
131072 16650.690166
131072 16655.912777
174760 16639.829877
174760 16638.386149
174760 16638.464654
174760 16638.604732
174760 16634.157651
174760 16637.383048
174760 16637.685100
174760 16637.050846
174760 16637.746080
174760 16637.134419
218448 16604.346726
218448 16610.707580
218448 16609.365019
218448 16609.384630
218448 16609.245346
218448 16609.372900
218448 16603.046974
218448 16608.341746
218448 16608.190114
218448 16608.271829
262144 16606.119458
262144 16606.196404
262144 16601.084408
262144 16608.114708
262144 16606.294649
262144 16605.167817
262144 16605.718162
262144 16606.749999
262144 16603.409264
262144 16606.714495
349520 16523.631600
349520 16523.334106
349520 16523.129047
349520 16523.954475
349520 16521.132810
349520 16516.503951
349520 16523.206163
349520 16523.547074
349520 16523.256153
349520 16523.014558
436904 16540.301530
436904 16541.138953
436904 16539.998373
436904 16540.222942
436904 16539.493644
436904 16536.690286
436904 16535.465418
436904 16542.957667
436904 16543.619554
436904 16542.361942
524288 16536.673685
524288 16534.693226
524288 16531.496268
524288 16533.981698
524288 16534.887305
524288 16534.897981
524288 16534.965689
524288 16535.393059
524288 16531.282172
524288 16535.576182
699048 16501.300283
699048 16499.824847
699048 16500.718348
699048 16503.080834
699048 16492.747363
699048 16493.637538
699048 16496.549139
699048 16495.184299
699048 16494.579781
699048 16496.477343
873808 16451.340600
873808 16464.683999
873808 16459.763253
873808 16460.226976
873808 16460.801440
873808 16459.852188
873808 16458.034614
873808 16451.297768
873808 16452.430589
873808 16450.778252
1048576 16433.317263
1048576 16440.784115
1048576 16434.731948
1048576 16439.255468
1048576 16439.992058
1048576 16436.593640
1048576 16437.408249
1048576 16444.846595
1048576 16434.839141
1048576 16441.695760
1398096 16395.907962
1398096 16394.718093
1398096 16396.616086
1398096 16395.330561
1398096 16389.896590
1398096 16406.036692
1398096 16401.044201
1398096 16396.786952
1398096 16397.507957
1398096 16395.426701
1747624 16373.844881
1747624 16379.941041
1747624 16375.580596
1747624 16378.169460
1747624 16378.549063
1747624 16377.938199
1747624 16371.257116
1747624 16389.335756
1747624 16385.018646
1747624 16377.000988
2097152 16375.212852
2097152 16372.359798
2097152 16368.385345
2097152 16370.456555
2097152 16365.201856
2097152 16371.419906
2097152 16372.429263
2097152 16369.569892
2097152 16361.332572
2097152 16370.547053
2796200 16363.577810
2796200 16357.631378
2796200 16358.826261
2796200 16362.729093
2796200 16359.250340
2796200 16359.945307
2796200 16356.496514
2796200 16363.257571
2796200 16363.018127
2796200 16358.048382
3495248 16340.906609
3495248 16350.133119
3495248 16350.584144
3495248 16348.988228
3495248 16350.503223
3495248 16351.923413
3495248 16341.531861
3495248 16347.910571
3495248 16355.266245
3495248 16345.731580
4194304 16333.407543
4194304 16332.195690
4194304 16324.284144
4194304 16328.484521
4194304 16330.416067
